time,open,high,low,close,Volume,Volume MA,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Plot,Plot,Developing Poc,Developing VA High,Developing VA Low,Plot,Plot,Shapes,MA,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Bitcoin Stock to Flow Model,Bitcoin Stock to Flow Model,Bitcoin Stock to Flow Model,Bitcoin Stock to Flow Model,Plot,Mayer Multiple,Strongly Overvalued,Weakly Overvalued,Weakly Undervalued,Strongly Undervalued,Plot,Plot,MA,Range High Percentile,Range High Percentile,Williams Vix Fix,Upper Band,Vix,Plot,RSI
2017-03-22T20:00:00-04:00,41.33,43.97,40.33,42.98,175642,316037.45,36.935,34.02000000000001,48.37,11.7575,10.254999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.343602190689569,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.28356983428942
2017-03-23T20:00:00-04:00,42.92,53.44,42.5,52.93,411166,329167.05,36.935,34.02000000000001,48.61,11.7575,10.254999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.052755498554775,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.15280925727362
2017-03-24T20:00:00-04:00,52.93,53.4,47.29,50.5,275274,336696.4,36.935,34.02000000000001,48.96,11.765,10.254999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8101130207783185,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,71.92251429477598
2017-03-25T20:00:00-04:00,50.61,51.5,48.51,50.68,139326,336675,36.935,34.02000000000001,50.12,11.765,10.254999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,242.02800742365446,3.768113786924615,2.4,2.2,0.6,0.5,NaN,1.229722440773082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.04638642134157
2017-03-26T20:00:00-04:00,50.74,51.71,48.28,48.97,167879,337277.55,36.935,34.02000000000001,50.31,11.9725,10.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5908077667624796,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.9349349118809
2017-03-27T20:00:00-04:00,48.97,50.44,48.51,50.3,148582,330766.95,36.935,34.02000000000001,53.42,12.8125,11.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6367843018169457,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,70.0194380592411
2017-03-28T20:00:00-04:00,50.29,53.97,50.11,53.11,232801,333330.3,37.34,34.02000000000001,63.67,13.1225,11.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.784003305926442,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.22562451308194
2017-03-29T20:00:00-04:00,53.11,53.34,51.52,51.87,133437,324614.95,38.29,34.02000000000001,73.14,13.5225,11.694999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.643451691075755,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.78519759835685
2017-03-30T20:00:00-04:00,51.87,52.41,46.98,50.18,246958,325541.1,39.5,34.09,70.4,14.809999999999999,12.899999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4779354176918647,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.48783726279962
2017-03-31T20:00:00-04:00,50.17,51.85,48.85,50.71,90445,316890.5,40.525,34.09,80.87,15.607499999999998,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.4680499656340933,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.01422246387503
2017-04-01T20:00:00-04:00,50.72,51.19,48.14,48.74,150083,293126.8,42.415,34.14,79.35,15.817500000000003,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,191.02851171816687,3.291864219043373,2.4,2.2,0.6,0.5,NaN,1.0682510547967745,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.04997142557751
2017-04-02T20:00:00-04:00,48.74,48.97,42.39,44.26,324076,298057.95,43.085,34.14,77.55,15.8625,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.957034146862911,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.07153452422602
2017-04-03T20:00:00-04:00,44.38,46.25,41.45,44.47,212289,288291.8,44.185,34.14,81.29,16.1,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.939747407806493,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.356711893819615
2017-04-04T20:00:00-04:00,44.45,47.63,44.2,44.78,153025,259446.65,44.185,34.14,95.97,16.1,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.9292671598929814,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,55.80269290178296
2017-04-05T20:00:00-04:00,44.97,45.97,41.1,43.3,172070,232743.6,42.335,34.14,91.93,16.1,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8043314940027453,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.07655618601131
2017-04-06T20:00:00-04:00,43.3,44.64,41.57,42.32,106407,209651.5,43.875,34.14,95.84,16.1,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7152311507331826,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,51.28977125830277
2017-04-07T20:00:00-04:00,42.32,45.5,42.31,44.45,78624,190705.9,46.114999999999995,34.14,93.82,16.1,13.649999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8248049009888403,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.84762699868982
2017-04-08T20:00:00-04:00,44.51,44.74,42.72,43.92,56500,182085.6,46.114999999999995,34.14,89.25,16.299999999999997,13.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.8747258103826,2.764628864941081,2.4,2.2,0.6,0.5,NaN,0.8665739869649519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.79472296212736
2017-04-09T20:00:00-04:00,43.93,44.64,42.72,43.92,62493,177569.4,46.114999999999995,34.27499999999999,86.58,17.479999999999997,15.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.738154613466334,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.79472296212736
2017-04-10T20:00:00-04:00,43.92,44.5,43.55,43.83,54994,169603.55,47.15,34.44,88.36,21.0975,18.455000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7068421410176438,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,53.592109728015636
2017-04-11T20:00:00-04:00,43.84,47.88,43.58,46.48,124359,167039.4,47.535,34.44,88.3,21.122500000000002,18.455000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8411018438433104,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.54331317653011
2017-04-12T20:00:00-04:00,46.48,51.11,46.22,49.77,175181,155240.15,47.535,34.44,85.17,23.5225,20.835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.008505056488808,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,63.71863406870536
2017-04-13T20:00:00-04:00,49.86,50,46.52,47.2,85092,145731.05,47.535,34.53,88.42,29.17,26.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8238278422246017,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.6629721021589
2017-04-14T20:00:00-04:00,47.19,74.98,46.78,48.94,43680,140948.75,58.04000000000001,43.64,89.39,34.59750000000001,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8968607476552526,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.40656196834274
2017-04-15T20:00:00-04:00,48.93,49.25,47.5,48.13,42369,134673.25,58.04000000000001,43.64,91,34.925000000000004,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,135.68875177513345,2.8198638403580927,2.4,2.2,0.6,0.5,NaN,0.857341900181094,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.50584041522248
2017-04-16T20:00:00-04:00,48.19,48.29,47.5,47.94,54211,129954.7,58.04000000000001,43.64,87.98,35.1825,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.78036346553689,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,58.04447131349923
2017-04-17T20:00:00-04:00,47.94,49.93,47.7,49.79,81380,122383.65,58.04000000000001,43.64,86.88,35.347500000000004,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8573642120727794,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.248801312970805
2017-04-18T20:00:00-04:00,49.85,50.32,47.25,47.78,103808,120902.2,58.04000000000001,43.64,96.2,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.715088973431564,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.224425921455406
2017-04-19T20:00:00-04:00,47.71,49.5,47.6,49.38,93715,113240.05,58.04000000000001,43.64,125.14,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.777519975025944,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.10056821997469
2017-04-20T20:00:00-04:00,49.39,49.49,48.24,48.37,76546,112545.1,58.04000000000001,43.64,123.63,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.694294745930289,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,56.57371902983961
2017-04-21T20:00:00-04:00,48.38,49.08,48.22,48.61,59609,108021.4,58.04000000000001,43.82999999999999,148.78,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6813097103016124,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.04370943184758
2017-04-22T20:00:00-04:00,48.58,49,48.25,48.96,53553,94495.25,58.04000000000001,43.855000000000004,160.1,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117.59516455189886,2.674160433240207,2.4,2.2,0.6,0.5,NaN,0.7774661070183839,NaN,NaN,NaN,NaN,NaN,NaN,NaN,57.76164396497654
2017-04-23T20:00:00-04:00,48.95,50.44,48.94,50.12,87526,88257.1,58.04000000000001,43.895,169.95,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.709943578888177,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.13944773894119
2017-04-24T20:00:00-04:00,50.11,50.75,50,50.31,76612,84436.45,58.04000000000001,44.02,196.06,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.692836765170289,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,60.5313712691639
2017-04-25T20:00:00-04:00,50.28,54.85,50.25,53.42,188030,85234.45,58.27500000000001,44.190000000000005,181.51,35.477500000000006,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8281459285181088,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.36159125362549
2017-04-26T20:00:00-04:00,53.4,63.99,52.66,63.67,307126,95270.4,58.645,44.675000000000004,163.8,35.68000000000001,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.325403271085391,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.93191850802211
2017-04-27T20:00:00-04:00,63.65,74.9,62.5,73.14,441374,113407.9,58.85,45.09499999999999,159.91,36.155,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7597637424916526,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,83.55867200538478
2017-04-28T20:00:00-04:00,73.17,74.89,68.24,70.4,243341,122749.95,58.85,45.32999999999999,175.48,36.795,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.565188767629706,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.40876280078498
2017-04-29T20:00:00-04:00,70.37,82.9,70,80.87,272236,133237.1,63.225,49.550000000000004,194.82,37.307500000000005,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,209.46139864153827,4.025135320102034,2.4,2.2,0.6,0.5,NaN,1.1296631766830056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,82.66042168016938
2017-04-30T20:00:00-04:00,80.72,85.21,72.24,79.35,417883,151381.55,64.395,50.705,228.69,38.2775,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8842507948395997,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.7615327618907
2017-05-01T20:00:00-04:00,79.05,83.07,75.54,77.55,209433,155635.25,65.715,50.705,229.14,38.6125,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7361250289061894,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.34693790862933
2017-05-02T20:00:00-04:00,77.55,81.4,75.89,81.29,217897,157771.05,65.86499999999998,50.705,221.91,39.1625,31.740000000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8519676830857437,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.41464347549412
2017-05-03T20:00:00-04:00,81.19,96.66,80.31,95.97,346467,170839.8,71.72,56.43,222.04,39.1625,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.458826590347339,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.23876772265373
2017-05-04T20:00:00-04:00,95.98,98.98,89,91.93,236370,180474.3,73.11500000000001,57.59,224.95,38.2375,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.193226887191568,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.00123446941511
2017-05-05T20:00:00-04:00,91.94,96.42,91.94,95.84,111476,183929.65,73.11500000000001,57.59,245.5,39.0075,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.290072269633549,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,79.57736681359272
2017-05-06T20:00:00-04:00,95.74,97.95,90,93.82,145359,188487.05,73.11500000000001,57.59,248,40.1275,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,208.33949552214276,4.124137324717569,2.4,2.2,0.6,0.5,NaN,1.126031248133737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,76.52688998742912
2017-05-07T20:00:00-04:00,93.83,94.74,85.1,89.25,213011,195068.6,73.11500000000001,57.995000000000005,264.22,40.1275,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.8577995629988386,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,69.9901032839513
2017-05-08T20:00:00-04:00,89.25,90.08,75.89,86.58,274273,203591.85,73.29000000000002,58.945,255.68,40.19499999999999,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6830642005138756,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.42040497276226
2017-05-09T20:00:00-04:00,86.77,91.98,85.39,88.36,143177,206064.95,73.6,60.155,258.64,40.795,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.69873478656718,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.606570328054
2017-05-10T20:00:00-04:00,88.36,90.99,87.01,88.3,115211,207998.2,73.6,61.18,279.38,40.9875,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.6380791107100836,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.51999022800968
2017-05-11T20:00:00-04:00,88.3,90.3,82.2,85.17,120869,211061.2,73.61500000000001,63.07,340.2,40.9875,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.456953481103855,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.98823554788771
2017-05-12T20:00:00-04:00,85.19,88.74,82,88.42,88764,212821.75,73.96000000000001,63.74,343.01,41.0325,32.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.533584438161273,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.5720918851978
2017-05-13T20:00:00-04:00,88.38,89.94,87.13,89.39,53041,211097.5,74.49000000000001,64.84,397.37,50.84,40.995000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,158.82012305465074,3.5175948607462932,2.4,2.2,0.6,0.5,NaN,0.9509631288502263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,66.32766222213603
2017-05-14T20:00:00-04:00,89.42,94.7,89.28,91,131358,213834.8,74.61500000000001,64.84,388,50.84,40.995000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.525785698095882,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,67.59871989902149
2017-05-15T20:00:00-04:00,91,92.3,87.08,87.98,127223,210794.45,75.82,64.84,341.7,50.84,40.995000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3587716317796756,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.80931252121259
2017-05-16T20:00:00-04:00,87.97,89.98,82.5,86.88,152792,203077.75,80.74000000000001,66.38,343.71,50.84,40.995000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2690965395664904,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,61.11094098155742
2017-05-17T20:00:00-04:00,86.88,96.2,86.5,96.2,173633,189690.7,83.61,68.62,354.26,50.84,40.995000000000005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.562804616091136,2.4,2.2,0.6,0.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,68.8070757602606
