time,open,high,low,close,Volume,Volume MA,Conversion Line,Base Line,Lagging Span,Leading Span A,Leading Span B,Plot,Plot,Developing Poc,Developing VA High,Developing VA Low,Plot,Plot,Shapes,MA,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Plot,Bitcoin Stock to Flow Model,Bitcoin Stock to Flow Model,Bitcoin Stock to Flow Model,Bitcoin Stock to Flow Model,Plot,Mayer Multiple,Strongly Overvalued,Weakly Overvalued,Weakly Undervalued,Strongly Undervalued,Plot,Plot,MA,Range High Percentile,Range High Percentile,Williams Vix Fix,Upper Band,Vix,Plot,RSI
2019-11-12T19:00:00-05:00,186.98,189.31,185.08,187.72,33802.02892,68164.83931500014,180.035,188.41000000000003,144.69,181.71500000000003,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8755868593871973,2.4,2.2,0.6,0.5,-3.0186194294986857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54.307679947571266
2019-11-13T19:00:00-05:00,187.81,188.45,182.75,184.55,81996.74153,64333.629042000124,186.68,188.41000000000003,144.7,183.985,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8601718525948371,2.4,2.2,0.6,0.5,-3.0358537730785167,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.83648945103756
2019-11-14T19:00:00-05:00,184.55,186.59,177,179.82,97521.85648,57112.493905000134,185.72,188.41000000000003,141.73,184.7725,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8375897147224961,2.4,2.2,0.6,0.5,-3.061922868518515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,46.10150197224711
2019-11-15T19:00:00-05:00,179.79,183.17,178.95,182.25,32159.28895,54462.909129500134,185.8,188.41000000000003,142.38,184.7725,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8484767224077473,2.4,2.2,0.6,0.5,-3.0486188892536283,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,48.74286113605697
2019-11-16T19:00:00-05:00,182.23,186.26,180,183.88,34966.21167,52021.440911000136,185.8,188.41000000000003,132.36,184.9875,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-7.547350056061028,0.8555558554023139,2.4,2.2,0.6,0.5,-3.039897082768633,-0.07847356502936192,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.495379377319246
2019-11-17T19:00:00-05:00,183.88,183.95,173.56,177.85,57754.79011,51529.676731500134,184.07999999999998,187.245,121.83,185.5625,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8271310134133824,2.4,2.2,0.6,0.5,-3.073356947643901,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44.44177574905716
2019-11-18T19:00:00-05:00,177.8,178.14,172.38,175.73,45880.81449,50093.010240000134,183.49,186.86,132.89,185.5625,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8170626752583869,2.4,2.2,0.6,0.5,-3.0854437528635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,42.512126378692
2019-11-19T19:00:00-05:00,175.75,177.25,173.26,174.35,48839.49062,49376.29372350014,183.49,183.78,128.18,185.5625,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.810410815765524,2.4,2.2,0.6,0.5,-3.0934796790544006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.256368519054774
2019-11-20T19:00:00-05:00,174.35,175.49,155,160.82,142035.82857,53412.38933600014,174.8,181.85500000000002,128.37,181.9375,258.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7475283617568736,2.4,2.2,0.6,0.5,-3.1743466777782046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.448125214190625
2019-11-21T19:00:00-05:00,160.83,162.65,137.8,149.97,282193.70643,66039.88447400014,166.2,170.26,127.09,181.9375,247.965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6974370803350143,2.4,2.2,0.6,0.5,-3.244250570348686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.091247809637252
2019-11-22T19:00:00-05:00,149.98,154.54,146.37,152,88211.90713,69279.67957550014,166.2,168.65,132.4,181.9375,238.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7071161940773443,2.4,2.2,0.6,0.5,-3.230911949794158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28.54374316113372
2019-11-23T19:00:00-05:00,152,153.19,138.53,139.99,86567.97083,70961.01063950013,166.2,168.65,127.78,182.33,238.305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-26.542777458565993,0.6516932549352422,2.4,2.2,0.6,0.5,-3.3132853212607936,-0.30846695543966784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.562238667705643
2019-11-24T19:00:00-05:00,140.1,151.69,131.8,145.91,223502.73095,78578.16390300014,163.2,165.65,127.71,182.33,237.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6796353696387776,2.4,2.2,0.6,0.5,-3.271926878032353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30.043247657613193
2019-11-25T19:00:00-05:00,146.16,149.9,143.57,147.83,72545.93432,79547.30613000013,162.03500000000003,165.65,124.96,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6889697495068559,2.4,2.2,0.6,0.5,-3.2589316864387734,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.055368310647864
2019-11-26T19:00:00-05:00,147.83,155.89,141.02,153,129890.16078,83813.61596300013,161.9,165.65,125.49,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7137221004048397,2.4,2.2,0.6,0.5,-3.2246182823819787,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.28609713870728
2019-11-27T19:00:00-05:00,153.04,155,149.31,151.01,56243.40519,83309.13938450014,161.9,165.65,126.23,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7050511233265198,2.4,2.2,0.6,0.5,-3.237743029604625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.133019553677855
2019-11-28T19:00:00-05:00,151.01,157.73,150.5,154.75,82606.48433,85867.06435500016,161.9,165.65,127.91,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7232178638317468,2.4,2.2,0.6,0.5,-3.213298299877646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.895072390386204
2019-11-29T19:00:00-05:00,154.75,155.45,149.6,151.78,45611.19194,85936.39726100015,160.9,165.65,134.3,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7104276959146669,2.4,2.2,0.6,0.5,-3.232682898607034,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.981729638232096
2019-11-30T19:00:00-05:00,151.61,152.67,145.97,150.97,59294.9665,87160.20609350016,160.555,165.65,131.1,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19.195649614096087,0.7082612811849367,2.4,2.2,0.6,0.5,-3.238039763581723,-0.21313938050073647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.454151568326516
2019-12-01T19:00:00-05:00,150.94,151.65,146.82,148.97,42531.02383,87207.82667850016,160.555,165.65,128.54,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.700777572859676,2.4,2.2,0.6,0.5,-3.251360855119175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.120046726666025
2019-12-02T19:00:00-05:00,148.83,150,145.67,147.33,39186.52841,87477.05165300016,160.125,165.65,130.19,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6946518689897804,2.4,2.2,0.6,0.5,-3.262372505873227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.01854144047903
2019-12-03T19:00:00-05:00,147.33,153,143.17,145.5,100067.84295,88380.60672400016,159.195,165.65,126.81,182.33,235.35500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6874583036458448,2.4,2.2,0.6,0.5,-3.274824606941427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.780606970305456
2019-12-04T19:00:00-05:00,145.5,148.95,143.8,148.18,48788.49223,85943.93851150016,159.03,165.65,134.17,182.33,233.54500000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7019932524700406,2.4,2.2,0.6,0.5,-3.2565324854204234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.27756866484901
2019-12-05T19:00:00-05:00,148.2,149.85,145.75,148.82,45179.43876,86594.94600200016,159.03,165.65,134.14,182.33,220.395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7067562372472701,2.4,2.2,0.6,0.5,-3.25215598940752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.11799550891227
2019-12-06T19:00:00-05:00,148.82,149.88,147.2,147.43,22433.80345,85968.32559100016,157.875,165.65,135.31,182.33,215.705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7019436645334913,2.4,2.2,0.6,0.5,-3.2614580791516152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.959685503601435
2019-12-07T19:00:00-05:00,147.41,152,146.36,150.68,34844.42513,84822.80734200016,154.97,165.65,144.19,182.33,214.225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-17.69987874550773,0.7190032442945707,2.4,2.2,0.6,0.5,-3.2395840905619084,-0.1947976049830388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.440388753734474
2019-12-08T19:00:00-05:00,150.69,151.47,146.69,147.3,46822.50719,84869.89197700017,154.525,165.65,143.08,182.33,211.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7045278228703228,2.4,2.2,0.6,0.5,-3.262169462831704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.384733441538415
2019-12-09T19:00:00-05:00,147.28,148.22,143.81,145.54,42291.98919,84542.51690550018,153.645,165.65,140.6,182.33,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6978503246749362,2.4,2.2,0.6,0.5,-3.27405149187479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.86059797504173
2019-12-10T19:00:00-05:00,145.54,146.29,142.01,143.29,32988.27247,79090.13910050016,147.22500000000002,165.65,137.71,183.805,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6888496873639669,2.4,2.2,0.6,0.5,-3.289536407539927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.950010675210066
2019-12-11T19:00:00-05:00,143.29,146.12,139.1,144.69,71296.18046,68545.26280200016,144.765,165.65,144.72,184.22250000000003,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6976540664784436,2.4,2.2,0.6,0.5,-3.2797046528009743,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.13351419051736
2019-12-12T19:00:00-05:00,144.7,145.13,142.76,144.7,40038.08483,66136.57168700016,144.765,165.65,142.63,187.54500000000002,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6998372769510509,2.4,2.2,0.6,0.5,-3.2795097306106777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.14974239142167
2019-12-13T19:00:00-05:00,144.7,145.03,141.11,141.73,35634.33462,63589.889876500165,144.765,165.65,146.6,187.065,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6876250059129546,2.4,2.2,0.6,0.5,-3.3000700454775833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.31643021631771
2019-12-14T19:00:00-05:00,141.72,143.99,139.8,142.38,38771.48062,54353.32736000017,148.415,165.65,143.51,187.10500000000002,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-20.737070645215315,0.6929134777949415,2.4,2.2,0.6,0.5,-3.2953874636017217,-0.232399640105019,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.47627439637695
2019-12-15T19:00:00-05:00,142.38,142.53,129.03,132.36,112774.93319,56364.777303500174,143.38,164.265,165.76,187.10500000000002,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6460717073211217,2.4,2.2,0.6,0.5,-3.368233696687847,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.434111761096048
2019-12-16T19:00:00-05:00,132.36,132.66,119.5,121.83,190028.18759,59371.67864400017,138.615,159.5,166.29,185.6625,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5967982165123976,2.4,2.2,0.6,0.5,-3.4509606668409263,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.832801333765815
2019-12-17T19:00:00-05:00,121.84,134.81,116.25,132.89,203446.95461,66731.85611500016,136.99,157.875,163.93,185.175,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.653086619366336,2.4,2.2,0.6,0.5,-3.3639552305602964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.49826419836088
2019-12-18T19:00:00-05:00,132.89,134.11,125.68,128.18,93934.21711,67298.24275400017,135.85,157.875,169.59,183.635,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.632130298338575,2.4,2.2,0.6,0.5,-3.3999227701638417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.606609755423094
2019-12-19T19:00:00-05:00,128.18,129.32,125.71,128.37,44379.23503,67236.64490850017,134.625,157.875,174.06,178.32750000000001,195.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6349646025906582,2.4,2.2,0.6,0.5,-3.3982755073501885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.83434182684137
2019-12-20T19:00:00-05:00,128.36,128.45,126.63,127.09,25941.75429,65568.98429800017,134.625,157.875,166.75,168.23,188.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.630408153192803,2.4,2.2,0.6,0.5,-3.4081478886036867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,33.01281276436498
2019-12-21T19:00:00-05:00,127.16,133.22,126.89,132.4,40439.97347,65464.43178000017,134.625,157.875,166.68,167.425,188.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-24.39016729532107,0.6586083317436042,2.4,2.2,0.6,0.5,-3.3670867676842042,-0.27958384902876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,39.5682219627201
2019-12-22T19:00:00-05:00,132.4,135.24,126.16,127.78,62248.1365,66617.51218450017,134.625,157.875,169.19,167.425,188.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6375552366171658,2.4,2.2,0.6,0.5,-3.402446477751213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.2447970294276
2019-12-23T19:00:00-05:00,127.75,129.5,126.5,127.71,34976.26821,63362.93344750017,134.125,157.875,167.68,164.425,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6391477629452953,2.4,2.2,0.6,0.5,-3.4028973314063182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.19519140008743
2019-12-24T19:00:00-05:00,127.67,127.77,123.16,124.96,45115.81806,63179.29973900017,134.125,155.425,162.4,163.84250000000003,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6272580675522209,2.4,2.2,0.6,0.5,-3.424587453291464,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.21407741962669
2019-12-25T19:00:00-05:00,124.97,132.06,124.06,125.49,51892.89966,63514.97278400017,134.125,155.425,162.3,163.775,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6315957947970484,2.4,2.2,0.6,0.5,-3.420288273419214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,34.953024861249986
2019-12-26T19:00:00-05:00,125.49,126.7,122.15,126.23,39780.98716,64382.33196950017,134.125,155.425,160.12,163.775,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6372705052500485,2.4,2.2,0.6,0.5,-3.414336890957116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.033399509180676
2019-12-27T19:00:00-05:00,126.23,129.6,125.8,127.91,47036.70183,64991.94580450016,133.86,155.425,167.35,163.775,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6476680330431721,2.4,2.2,0.6,0.5,-3.401027544175407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.52957845476809
2019-12-28T19:00:00-05:00,127.95,137.85,127.22,134.3,64885.84728,65895.11280900016,132.235,155.425,169.77,163.275,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-21.47186172498796,0.6822451912001047,2.4,2.2,0.6,0.5,-3.352238624419015,-0.24171317606414316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,47.001169643704074
2019-12-29T19:00:00-05:00,134.31,135.97,129.79,131.1,58811.74195,66721.10044700015,131.26999999999998,155.425,175.99,163.10250000000002,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6680985004475656,2.4,2.2,0.6,0.5,-3.3763081010268547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.74950502157023
2019-12-30T19:00:00-05:00,131.08,133.19,127.6,128.54,85044.40608,69323.90712750016,131.185,155.425,173.45,163.10250000000002,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6573179290956772,2.4,2.2,0.6,0.5,-3.395934908763442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,41.288562269614026
2019-12-31T19:00:00-05:00,128.54,132.68,128.12,130.19,57512.50902,68634.72355550017,130.69,155.425,184.55,162.8875,185.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6681318455737363,2.4,2.2,0.6,0.5,-3.3831680881970088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43.49476645284328
2020-01-01T19:00:00-05:00,130.14,130.18,125.83,126.81,49211.58265,69093.39844650016,130.64,155.425,179.74,162.4225,181.51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6531576367962473,2.4,2.2,0.6,0.5,-3.409419556109259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,40.16518106649014
2020-01-02T19:00:00-05:00,126.81,134.93,125.52,134.17,88651.90705,71744.27706800016,130.12,155.425,183.5,162.34,179.14,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6935636906975784,2.4,2.2,0.6,0.5,-3.352907062425357,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.27164426163637
2020-01-03T19:00:00-05:00,134.17,135.75,132.5,134.14,31254.86074,71368.44607400015,129.39,155.425,188.29,162.34,178.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6957504966312072,2.4,2.2,0.6,0.5,-3.3531333642734884,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,49.23874918585104
2020-01-04T19:00:00-05:00,134.14,138.97,134.14,135.31,45353.70712,67997.38477050015,127.61,154.26,189.42,161.7625,178.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-19.482296935436064,0.7042568739343249,2.4,2.2,0.6,0.5,-3.3443977435884205,-0.21669311189556406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,50.62328848921191
2020-01-05T19:00:00-05:00,135.31,144.51,134.78,144.19,91524.98922,63072.22485200015,130.38,154.125,188.24,160.31,178.255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.752979685110466,2.4,2.2,0.6,0.5,-3.280737502112862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,59.62452894235834
